date,team,opponent,result
1-02,Iowa,Rutgers,"W, 77-75 "
1-07,Iowa,Maryland,"W, 89-67 "
1-10,Iowa,Minnesota,"W, 86-71 "
1-17,Iowa,Northwestern,"W, 96-73 "
1-21,Iowa,Indiana,"L, 81-69 "
1-29,Iowa,Illinois,"L, 80-75 "
2-02,Iowa,Michigan St.,"W, 84-78 "
2-04,Iowa,Ohio St.,"L, 89-85 "
2-07,Iowa,Indiana,"L, 67-65 "
2-10,Iowa,Rutgers,"W, 79-66 "
2-13,Iowa,Michigan St.,"W, 88-58 "
2-18,Iowa,Wisconsin,"W, 77-62 "
2-21,Iowa,Penn St.,"W, 74-68 "
2-25,Iowa,Michigan,"L, 79-57 "
2-28,Iowa,Ohio St.,"W, 73-57 "
3-04,Iowa,Nebraska,"W, 102-64 "
3-07,Iowa,Wisconsin,"W, 77-73 "
3-12,Iowa,Wisconsin,"W, 62-57 "
3-13,Iowa,Illinois,"L, 82-71 "
3-20,Iowa,Grand Canyon,"W, 86-74 "
3-22,Iowa,Oregon,"L, 95-80 "
11-25,Maryland,Old Dominion,"W, 85-67 "
11-27,Maryland,Navy,"W, 82-52 "
11-29,Maryland,Mount St. Mary's,"W, 79-61 "
12-04,Maryland,Saint Peter's,"W, 90-57 "
12-09,Maryland,Clemson,"L, 67-51 "
12-14,Maryland,Rutgers,"L, 74-60 "
12-22,Maryland,La Salle,"W, 84-71 "
12-25,Maryland,Purdue,"L, 73-70 "
12-28,Maryland,Wisconsin,"W, 70-64 "
12-31,Maryland,Michigan,"L, 84-73 "
1-04,Maryland,Indiana,"L, 63-55 "
1-07,Maryland,Iowa,"L, 89-67 "
1-10,Maryland,Illinois,"W, 66-63 "
1-15,Maryland,Wingate,"W, 100-58 "
1-19,Maryland,Michigan,"L, 87-63 "
1-23,Maryland,Minnesota,"W, 63-49 "
1-27,Maryland,Wisconsin,"L, 61-55 "
2-02,Maryland,Purdue,"W, 61-60 "
2-05,Maryland,Penn St.,"L, 55-50 "
2-08,Maryland,Ohio St.,"L, 73-65 "
2-14,Maryland,Minnesota,"W, 72-59 "
2-16,Maryland,Nebraska,"W, 64-50 "
2-17,Maryland,Nebraska,"W, 79-71 "
2-21,Maryland,Rutgers,"W, 68-59 "
2-28,Maryland,Michigan St.,"W, 73-55 "
3-03,Maryland,Northwestern,"L, 60-55 "
3-07,Maryland,Penn St.,"L, 66-61 "
3-11,Maryland,Michigan St.,"W, 68-57 "
3-12,Maryland,Michigan,"L, 79-66 "
3-20,Maryland,Connecticut,"W, 63-54 "
3-22,Maryland,Alabama,"L, 96-77 "
11-25,TCU,Houston Baptist,"W, 69-45 "
11-28,TCU,Tulsa,"W, 70-65 "
11-29,TCU,Liberty,"W, 56-52 "
12-03,TCU,Northwestern St.,"W, 74-68 "
12-06,TCU,Oklahoma,"L, 82-78 "
12-09,TCU,Providence,"L, 79-70 "
12-12,TCU,Texas A&M,"W, 73-55 "
12-16,TCU,Oklahoma St.,"W, 77-76 "
12-22,TCU,North Dakota St.,"W, 89-82 "
12-30,TCU,Prairie View A&M,"W, 66-61 "
1-02,TCU,Kansas St.,"W, 67-60 "
1-05,TCU,Kansas,"L, 93-64 "
1-09,TCU,Baylor,"L, 67-49 "
1-12,TCU,Oklahoma,"L, 82-46 "
1-28,TCU,Kansas,"L, 59-51 "
1-30,TCU,Missouri,"L, 102-98 OT"
2-03,TCU,Oklahoma St.,"W, 81-78 "
2-09,TCU,Iowa St.,"W, 79-76 "
2-13,TCU,Texas,"L, 70-55 "
2-20,TCU,Kansas St.,"L, 62-54 "
2-23,TCU,West Virginia,"L, 74-66 "
2-27,TCU,Iowa St.,"W, 76-72 "
3-02,TCU,Texas Tech,"L, 69-49 "
3-04,TCU,West Virginia,"L, 76-67 "
3-07,TCU,Texas,"L, 76-64 "
3-10,TCU,Kansas St.,"L, 71-50 "
11-25,Oklahoma+St.,UT Arlington,"W, 75-68 "
11-28,Oklahoma+St.,Texas Southern,"W, 85-65 "
12-01,Oklahoma+St.,Marquette,"W, 70-62 "
12-05,Oklahoma+St.,Oakland,"W, 84-71 "
12-08,Oklahoma+St.,Oral Roberts,"W, 83-78 "
12-12,Oklahoma+St.,Wichita St.,"W, 67-64 "
12-16,Oklahoma+St.,TCU,"L, 77-76 "
12-20,Oklahoma+St.,Texas,"L, 77-74 "
1-02,Oklahoma+St.,Texas Tech,"W, 82-77 OT"
1-04,Oklahoma+St.,West Virginia,"L, 87-84 "
1-09,Oklahoma+St.,Kansas St.,"W, 70-54 "
1-12,Oklahoma+St.,Kansas,"W, 75-70 "
1-23,Oklahoma+St.,Baylor,"L, 81-66 "
1-25,Oklahoma+St.,Iowa St.,"W, 81-60 "
1-30,Oklahoma+St.,Arkansas,"W, 81-77 "
2-03,Oklahoma+St.,TCU,"L, 81-78 "
2-06,Oklahoma+St.,Texas,"W, 75-67 2OT"
2-08,Oklahoma+St.,Kansas,"L, 78-66 "
2-13,Oklahoma+St.,Kansas St.,"W, 67-60 "
2-16,Oklahoma+St.,Iowa St.,"W, 74-58 "
2-22,Oklahoma+St.,Texas Tech,"W, 74-69 OT"
2-27,Oklahoma+St.,Oklahoma,"W, 94-90 OT"
3-01,Oklahoma+St.,Oklahoma,"W, 79-75 "
3-04,Oklahoma+St.,Baylor,"L, 81-70 "
3-06,Oklahoma+St.,West Virginia,"W, 85-80 "
3-11,Oklahoma+St.,West Virginia,"W, 72-69 "
3-12,Oklahoma+St.,Baylor,"W, 83-74 "
3-13,Oklahoma+St.,Texas,"L, 91-86 "
3-19,Oklahoma+St.,Liberty,"W, 69-60 "
3-21,Oklahoma+St.,Oregon St.,"L, 80-70 "
11-25,Texas,UT Rio Grande Valley,"W, 91-55 "
11-30,Texas,Davidson,"W, 78-76 "
12-01,Texas,Indiana,"W, 66-44 "
12-02,Texas,North Carolina,"W, 69-67 "
12-06,Texas,Villanova,"L, 68-64 "
12-09,Texas,Texas St.,"W, 74-53 "
12-16,Texas,Sam Houston St.,"W, 79-63 "
12-20,Texas,Oklahoma St.,"W, 77-74 "
1-02,Texas,Kansas,"W, 84-59 "
1-05,Texas,Iowa St.,"W, 78-72 "
1-09,Texas,West Virginia,"W, 72-70 "
1-13,Texas,Texas Tech,"L, 79-77 "
1-16,Texas,Kansas St.,"W, 82-67 "
1-26,Texas,Oklahoma,"L, 80-79 "
2-02,Texas,Baylor,"L, 83-69 "
2-06,Texas,Oklahoma St.,"L, 75-67 2OT"
2-09,Texas,Kansas St.,"W, 80-77 "
2-13,Texas,TCU,"W, 70-55 "
2-20,Texas,West Virginia,"L, 84-82 "
2-23,Texas,Kansas,"W, 75-72 OT"
2-27,Texas,Texas Tech,"L, 68-59 "
3-02,Texas,Iowa St.,"W, 81-67 "
3-04,Texas,Oklahoma,"W, 69-65 "
3-07,Texas,TCU,"W, 76-64 "
3-11,Texas,Texas Tech,"W, 67-66 "
3-13,Texas,Oklahoma St.,"W, 91-86 "
3-20,Texas,Abilene Christian,"L, 53-52 "
11-28,Baylor,Louisiana Lafayette,"W, 112-82 "
11-29,Baylor,Washington,"W, 86-52 "
12-02,Baylor,Illinois,"W, 82-69 "
12-09,Baylor,Stephen F. Austin,"W, 83-52 "
12-19,Baylor,Kansas St.,"W, 100-69 "
12-21,Baylor,Arkansas Pine Bluff,"W, 99-42 "
12-29,Baylor,Central Arkansas,"W, 93-56 "
12-30,Baylor,Alcorn St.,"W, 105-76 "
1-02,Baylor,Iowa St.,"W, 76-65 "
1-06,Baylor,Oklahoma,"W, 76-61 "
1-09,Baylor,TCU,"W, 67-49 "
1-16,Baylor,Texas Tech,"W, 68-60 "
1-18,Baylor,Kansas,"W, 77-69 "
1-23,Baylor,Oklahoma St.,"W, 81-66 "
1-27,Baylor,Kansas St.,"W, 107-59 "
1-30,Baylor,Auburn,"W, 84-72 "
2-02,Baylor,Texas,"W, 83-69 "
2-23,Baylor,Iowa St.,"W, 77-72 "
2-27,Baylor,Kansas,"L, 71-58 "
3-02,Baylor,West Virginia,"W, 94-89 OT"
3-04,Baylor,Oklahoma St.,"W, 81-70 "
3-07,Baylor,Texas Tech,"W, 88-73 "
3-11,Baylor,Kansas St.,"W, 74-68 "
3-12,Baylor,Oklahoma St.,"L, 83-74 "
3-19,Baylor,Hartford,"W, 79-55 "
3-21,Baylor,Wisconsin,"W, 76-63 "
3-27,Baylor,Villanova,"W, 62-51 "
3-29,Baylor,Arkansas,"W, 81-72 "
4-03,Baylor,Houston,"W, 78-59 "
4-05,Baylor,Gonzaga,"W, 86-70 "
11-29,Iowa+St.,Arkansas Pine Bluff,"W, 80-63 "
12-02,Iowa+St.,South Dakota St.,"L, 71-68 "
12-11,Iowa+St.,Iowa,"L, 105-77 "
12-15,Iowa+St.,Kansas St.,"L, 74-65 "
12-18,Iowa+St.,West Virginia,"L, 70-65 "
12-20,Iowa+St.,Jackson St.,"W, 60-45 "
1-02,Iowa+St.,Baylor,"L, 76-65 "
1-05,Iowa+St.,Texas,"L, 78-72 "
1-09,Iowa+St.,Texas Tech,"L, 91-64 "
1-25,Iowa+St.,Oklahoma St.,"L, 81-60 "
1-30,Iowa+St.,Mississippi St.,"L, 95-56 "
2-02,Iowa+St.,West Virginia,"L, 76-72 "
2-06,Iowa+St.,Oklahoma,"L, 79-72 "
2-09,Iowa+St.,TCU,"L, 79-76 "
2-11,Iowa+St.,Kansas,"L, 97-64 "
2-13,Iowa+St.,Kansas,"L, 64-50 "
2-16,Iowa+St.,Oklahoma St.,"L, 74-58 "
2-20,Iowa+St.,Oklahoma,"L, 66-56 "
2-23,Iowa+St.,Baylor,"L, 77-72 "
2-27,Iowa+St.,TCU,"L, 76-72 "
3-02,Iowa+St.,Texas,"L, 81-67 "
3-04,Iowa+St.,Texas Tech,"L, 81-54 "
3-06,Iowa+St.,Kansas St.,"L, 61-56 "
3-10,Iowa+St.,Oklahoma,"L, 79-73 "
11-25,West+Virginia,South Dakota St.,"W, 79-71 "
11-26,West+Virginia,VCU,"W, 78-66 "
11-27,West+Virginia,Western Kentucky,"W, 70-64 "
12-02,West+Virginia,Gonzaga,"L, 87-82 "
12-06,West+Virginia,Georgetown,"W, 80-71 "
12-11,West+Virginia,North Texas,"W, 62-50 "
12-13,West+Virginia,Richmond,"W, 87-71 "
12-18,West+Virginia,Iowa St.,"W, 70-65 "
12-22,West+Virginia,Kansas,"L, 79-65 "
12-29,West+Virginia,Northeastern,"W, 73-51 "
1-02,West+Virginia,Oklahoma,"L, 75-71 "
1-04,West+Virginia,Oklahoma St.,"W, 87-84 "
1-09,West+Virginia,Texas,"L, 72-70 "
1-23,West+Virginia,Kansas St.,"W, 69-47 "
1-25,West+Virginia,Texas Tech,"W, 88-87 "
1-30,West+Virginia,Florida,"L, 85-80 "
2-02,West+Virginia,Iowa St.,"W, 76-72 "
2-06,West+Virginia,Kansas,"W, 91-79 "
2-09,West+Virginia,Texas Tech,"W, 82-71 "
2-13,West+Virginia,Oklahoma,"L, 91-90 2OT"
2-20,West+Virginia,Texas,"W, 84-82 "
2-23,West+Virginia,TCU,"W, 74-66 "
2-27,West+Virginia,Kansas St.,"W, 65-43 "
3-02,West+Virginia,Baylor,"L, 94-89 OT"
3-04,West+Virginia,TCU,"W, 76-67 "
3-06,West+Virginia,Oklahoma St.,"L, 85-80 "
3-11,West+Virginia,Oklahoma St.,"L, 72-69 "
3-19,West+Virginia,Morehead St.,"W, 84-67 "
3-21,West+Virginia,Syracuse,"L, 75-72 "
11-29,Creighton,North Dakota St.,"W, 69-58 "
12-01,Creighton,Nebraska Omaha,"W, 94-67 "
12-04,Creighton,Kennesaw St.,"W, 93-58 "
12-08,Creighton,Kansas,"L, 73-72 "
12-11,Creighton,Nebraska,"W, 98-74 "
12-14,Creighton,Marquette,"L, 89-84 "
12-17,Creighton,St. John's,"W, 94-76 "
12-20,Creighton,Connecticut,"W, 76-74 OT"
12-23,Creighton,Xavier,"W, 66-61 "
1-02,Creighton,Providence,"W, 67-65 "
1-06,Creighton,Seton Hall,"W, 89-53 "
1-09,Creighton,St. John's,"W, 97-79 "
1-16,Creighton,Butler,"L, 70-66 OT"
1-20,Creighton,Providence,"L, 74-70 "
1-23,Creighton,Connecticut,"W, 74-66 "
1-27,Creighton,Seton Hall,"W, 85-81 "
1-30,Creighton,DePaul,"W, 69-62 "
2-03,Creighton,Georgetown,"L, 86-79 "
2-06,Creighton,Marquette,"W, 71-68 "
2-09,Creighton,Georgetown,"W, 63-48 "
2-13,Creighton,Villanova,"W, 86-70 "
2-24,Creighton,DePaul,"W, 77-53 "
2-27,Creighton,Xavier,"L, 77-69 "
3-03,Creighton,Villanova,"L, 72-60 "
3-06,Creighton,Butler,"W, 93-73 "
3-11,Creighton,Butler,"W, 87-56 "
3-12,Creighton,Connecticut,"W, 59-56 "
3-13,Creighton,Georgetown,"L, 73-48 "
3-20,Creighton,UC Santa Barbara,"W, 63-62 "
3-22,Creighton,Ohio,"W, 72-58 "
3-28,Creighton,Gonzaga,"L, 83-65 "
12-23,DePaul,Western Illinois,"W, 91-72 "
12-27,DePaul,Providence,"L, 95-90 2OT"
12-30,DePaul,Connecticut,"L, 82-61 "
1-09,DePaul,Seton Hall,"L, 76-68 "
1-11,DePaul,Connecticut,"L, 60-53 "
1-16,DePaul,Valparaiso,"W, 77-58 "
1-19,DePaul,Butler,"L, 67-53 "
1-23,DePaul,Marquette,"W, 68-61 "
1-27,DePaul,St. John's,"L, 81-68 "
1-30,DePaul,Creighton,"L, 69-62 "
2-06,DePaul,Butler,"L, 68-58 "
2-13,DePaul,Providence,"L, 57-47 "
2-17,DePaul,Seton Hall,"L, 60-52 "
2-20,DePaul,St. John's,"W, 88-83 "
2-24,DePaul,Creighton,"L, 77-53 "
2-27,DePaul,Georgetown,"L, 68-60 "
3-02,DePaul,Marquette,"L, 77-71 "
3-10,DePaul,Providence,"W, 70-62 "
3-11,DePaul,Connecticut,"L, 94-60 "
11-25,Marquette,Arkansas Pine Bluff,"W, 99-57 "
11-27,Marquette,Eastern Illinois,"W, 75-50 "
12-01,Marquette,Oklahoma St.,"L, 70-62 "
12-04,Marquette,Wisconsin,"W, 67-65 "
12-08,Marquette,Green Bay,"W, 82-68 "
12-11,Marquette,UCLA,"L, 69-60 "
12-14,Marquette,Creighton,"W, 89-84 "
12-17,Marquette,Seton Hall,"L, 70-63 "
12-20,Marquette,Xavier,"L, 91-88 "
12-23,Marquette,Villanova,"L, 85-68 "
1-02,Marquette,Georgetown,"W, 64-60 "
1-05,Marquette,Connecticut,"L, 65-54 "
1-12,Marquette,Providence,"W, 79-69 "
1-16,Marquette,St. John's,"W, 73-71 "
1-23,Marquette,DePaul,"L, 68-61 "
1-27,Marquette,Providence,"L, 72-63 OT"
1-31,Marquette,St. John's,"L, 75-73 "
2-02,Marquette,Butler,"W, 70-67 "
2-06,Marquette,Creighton,"L, 71-68 "
2-10,Marquette,Villanova,"L, 96-64 "
2-14,Marquette,Seton Hall,"L, 57-51 "
2-17,Marquette,Butler,"W, 73-57 "
2-24,Marquette,North Carolina,"W, 83-70 "
2-27,Marquette,Connecticut,"L, 80-62 "
3-02,Marquette,DePaul,"W, 77-71 "
3-06,Marquette,Xavier,"W, 66-59 "
3-10,Marquette,Georgetown,"L, 68-49 "
11-27,Seton+Hall,Louisville,"L, 71-70 "
11-30,Seton+Hall,Iona,"W, 86-64 "
12-02,Seton+Hall,Rhode Island,"L, 76-63 "
12-04,Seton+Hall,Oregon,"L, 83-70 "
12-06,Seton+Hall,Penn St.,"W, 98-92 OT"
12-08,Seton+Hall,Wagner,"W, 78-45 "
12-11,Seton+Hall,St. John's,"W, 77-68 "
12-17,Seton+Hall,Marquette,"W, 70-63 "
12-20,Seton+Hall,Providence,"L, 80-77 OT"
12-23,Seton+Hall,Georgetown,"W, 78-67 "
12-30,Seton+Hall,Xavier,"W, 85-68 "
1-02,Seton+Hall,Butler,"W, 68-60 "
1-06,Seton+Hall,Creighton,"L, 89-53 "
1-09,Seton+Hall,DePaul,"W, 76-68 "
1-19,Seton+Hall,Villanova,"L, 76-74 "
1-27,Seton+Hall,Creighton,"L, 85-81 "
1-30,Seton+Hall,Villanova,"L, 80-72 "
2-03,Seton+Hall,Providence,"W, 60-43 "
2-06,Seton+Hall,Connecticut,"W, 80-73 "
2-14,Seton+Hall,Marquette,"W, 57-51 "
2-17,Seton+Hall,DePaul,"W, 60-52 "
2-20,Seton+Hall,Georgetown,"L, 81-75 "
2-24,Seton+Hall,Butler,"L, 61-52 "
3-03,Seton+Hall,Connecticut,"L, 69-58 "
3-06,Seton+Hall,St. John's,"L, 81-71 "
3-11,Seton+Hall,St. John's,"W, 77-69 OT"
3-12,Seton+Hall,Georgetown,"L, 66-58 "
11-25,Georgetown,UMBC,"W, 70-62 "
12-01,Georgetown,Navy,"L, 78-71 "
12-06,Georgetown,West Virginia,"L, 80-71 "
12-08,Georgetown,Coppin St.,"W, 80-48 "
12-11,Georgetown,Villanova,"L, 76-63 "
12-13,Georgetown,St. John's,"W, 97-94 OT"
12-20,Georgetown,St. John's,"L, 94-83 "
12-23,Georgetown,Seton Hall,"L, 78-67 "
1-02,Georgetown,Marquette,"L, 64-60 "
1-06,Georgetown,Butler,"L, 63-55 "
1-09,Georgetown,Syracuse,"L, 74-69 "
1-30,Georgetown,Providence,"W, 73-72 "
2-03,Georgetown,Creighton,"W, 86-79 "
2-07,Georgetown,Villanova,"L, 84-74 "
2-09,Georgetown,Creighton,"L, 63-48 "
2-13,Georgetown,Butler,"W, 78-63 "
2-20,Georgetown,Seton Hall,"W, 81-75 "
2-23,Georgetown,Connecticut,"L, 70-57 "
2-27,Georgetown,DePaul,"W, 68-60 "
3-02,Georgetown,Xavier,"W, 72-66 "
3-06,Georgetown,Connecticut,"L, 98-82 "
3-10,Georgetown,Marquette,"W, 68-49 "
3-11,Georgetown,Villanova,"W, 72-71 "
3-12,Georgetown,Seton Hall,"W, 66-58 "
3-13,Georgetown,Creighton,"W, 73-48 "
3-20,Georgetown,Colorado,"L, 96-73 "
11-25,St.+John's,Saint Peter's,"W, 76-75 "
11-26,St.+John's,La Salle,"W, 82-65 "
11-30,St.+John's,Boston College,"W, 97-93 "
12-02,St.+John's,BYU,"L, 74-68 "
12-06,St.+John's,Stony Brook,"W, 89-66 "
12-08,St.+John's,Rider,"W, 82-79 "
12-11,St.+John's,Seton Hall,"L, 77-68 "
12-13,St.+John's,Georgetown,"L, 97-94 OT"
12-17,St.+John's,Creighton,"L, 94-76 "
12-20,St.+John's,Georgetown,"W, 94-83 "
1-06,St.+John's,Xavier,"L, 69-61 "
1-09,St.+John's,Creighton,"L, 97-79 "
1-12,St.+John's,Butler,"W, 69-57 "
1-16,St.+John's,Marquette,"L, 73-71 "
1-18,St.+John's,Connecticut,"W, 74-70 "
1-23,St.+John's,Utah Valley,"W, 96-78 "
1-27,St.+John's,DePaul,"W, 81-68 "
1-31,St.+John's,Marquette,"W, 75-73 "
2-03,St.+John's,Villanova,"W, 70-59 "
2-06,St.+John's,Providence,"W, 92-81 "
2-09,St.+John's,Butler,"L, 76-73 OT"
2-16,St.+John's,Xavier,"W, 93-84 "
2-20,St.+John's,DePaul,"L, 88-83 "
2-23,St.+John's,Villanova,"L, 81-58 "
3-03,St.+John's,Providence,"W, 81-67 "
3-06,St.+John's,Seton Hall,"W, 81-71 "
3-11,St.+John's,Seton Hall,"L, 77-69 OT"
11-25,Butler,Western Michigan,"W, 66-62 "
12-16,Butler,Villanova,"L, 85-66 "
12-19,Butler,Indiana,"L, 68-60 "
12-21,Butler,Southern Illinois,"L, 76-73 "
12-23,Butler,Providence,"W, 70-64 "
12-30,Butler,Providence,"L, 71-55 "
1-02,Butler,Seton Hall,"L, 68-60 "
1-06,Butler,Georgetown,"W, 63-55 "
1-09,Butler,Connecticut,"L, 72-60 "
1-12,Butler,St. John's,"L, 69-57 "
1-16,Butler,Creighton,"W, 70-66 OT"
1-19,Butler,DePaul,"W, 67-53 "
1-26,Butler,Connecticut,"L, 63-51 "
1-30,Butler,Xavier,"L, 68-55 "
2-02,Butler,Marquette,"L, 70-67 "
2-06,Butler,DePaul,"W, 68-58 "
2-09,Butler,St. John's,"W, 76-73 OT"
2-13,Butler,Georgetown,"L, 78-63 "
2-17,Butler,Marquette,"L, 73-57 "
2-21,Butler,Xavier,"L, 63-51 "
2-24,Butler,Seton Hall,"W, 61-52 "
2-28,Butler,Villanova,"W, 73-61 "
3-06,Butler,Creighton,"L, 93-73 "
3-10,Butler,Xavier,"W, 70-69 OT"
3-11,Butler,Creighton,"L, 87-56 "
11-25,Providence,Fairfield,"W, 97-56 "
11-30,Providence,Indiana,"L, 79-58 "
12-01,Providence,Davidson,"W, 63-62 "
12-02,Providence,Alabama,"L, 88-71 "
12-05,Providence,Fairleigh Dickinson,"W, 79-67 "
12-09,Providence,TCU,"W, 79-70 "
12-20,Providence,Seton Hall,"W, 80-77 OT"
12-23,Providence,Butler,"L, 70-64 "
12-27,Providence,DePaul,"W, 95-90 2OT"
12-30,Providence,Butler,"W, 71-55 "
1-02,Providence,Creighton,"L, 67-65 "
1-10,Providence,Xavier,"L, 74-73 "
1-12,Providence,Marquette,"L, 79-69 "
1-20,Providence,Creighton,"W, 74-70 "
1-23,Providence,Villanova,"L, 71-56 "
1-27,Providence,Marquette,"W, 72-63 OT"
1-30,Providence,Georgetown,"L, 73-72 "
2-03,Providence,Seton Hall,"L, 60-43 "
2-06,Providence,St. John's,"L, 92-81 "
2-10,Providence,Connecticut,"W, 70-59 "
2-13,Providence,DePaul,"W, 57-47 "
2-16,Providence,Connecticut,"L, 73-61 "
2-24,Providence,Xavier,"W, 83-68 "
3-03,Providence,St. John's,"L, 81-67 "
3-06,Providence,Villanova,"W, 54-52 "
3-10,Providence,DePaul,"L, 70-62 "
12-03,Idaho,Sacramento St.,"L, 77-55 "
12-05,Idaho,Sacramento St.,"L, 73-57 "
12-09,Idaho,Washington St.,"L, 61-58 "
12-12,Idaho,Cal St. Bakersfield,"L, 76-66 "
12-18,Idaho,Utah,"L, 79-41 "
12-31,Idaho,Northern Arizona,"L, 78-65 "
1-02,Idaho,Northern Arizona,"L, 83-78 OT"
1-07,Idaho,Southern Utah,"L, 85-80 "
1-09,Idaho,Southern Utah,"L, 83-67 "
1-14,Idaho,Northern Colorado,"L, 74-54 "
1-16,Idaho,Northern Colorado,"L, 75-61 "
1-28,Idaho,Weber St.,"L, 81-56 "
1-30,Idaho,Weber St.,"L, 81-62 "
2-04,Idaho,Eastern Washington,"L, 89-75 "
2-06,Idaho,Eastern Washington,"L, 90-64 "
2-11,Idaho,Idaho St.,"L, 69-43 "
2-13,Idaho,Idaho St.,"L, 64-58 OT"
2-18,Idaho,Portland St.,"L, 84-64 "
2-20,Idaho,Portland St.,"L, 71-40 "
2-26,Idaho,Montana St.,"W, 74-69 "
2-28,Idaho,Montana St.,"L, 71-61 "
3-10,Idaho,Montana,"L, 69-64 "
11-25,Idaho+St.,Santa Clara,"L, 62-49 "
11-27,Idaho+St.,Nicholls St.,"L, 70-51 "
11-28,Idaho+St.,UC Davis,"L, 70-61 "
12-08,Idaho+St.,Utah,"L, 75-59 "
12-12,Idaho+St.,Bethesda (CA),"W, 87-48 "
12-17,Idaho+St.,SAGU American Indian,"W, 89-54 "
12-18,Idaho+St.,SAGU American Indian,"W, 113-46 "
12-22,Idaho+St.,Northern Colorado,"L, 69-64 "
12-23,Idaho+St.,Northern Colorado,"W, 71-56 "
1-07,Idaho+St.,Northern Arizona,"W, 73-69 "
1-09,Idaho+St.,Northern Arizona,"W, 76-70 "
1-17,Idaho+St.,Sacramento St.,"W, 57-56 OT"
1-18,Idaho+St.,Sacramento St.,"L, 70-65 "
1-21,Idaho+St.,Portland St.,"W, 64-57 "
1-23,Idaho+St.,Portland St.,"L, 69-43 "
1-30,Idaho+St.,Northwest (WA),"W, 89-48 "
2-11,Idaho+St.,Idaho,"W, 69-43 "
2-13,Idaho+St.,Idaho,"W, 64-58 OT"
2-15,Idaho+St.,George Fox,"W, 84-59 "
2-25,Idaho+St.,Montana,"L, 64-58 "
2-27,Idaho+St.,Montana,"L, 59-58 "
3-03,Idaho+St.,Eastern Washington,"W, 68-63 "
3-05,Idaho+St.,Eastern Washington,"L, 75-62 "
3-11,Idaho+St.,Montana St.,"L, 71-63 "
11-28,Montana,USC,"L, 76-62 "
12-03,Montana,Southern Utah,"L, 64-63 "
12-05,Montana,Southern Utah,"L, 75-74 "
12-08,Montana,Georgia,"L, 63-50 "
12-12,Montana,Yellowstone Chris.,"W, 102-42 "
12-16,Montana,Washington,"W, 66-58 "
12-18,Montana,Dickinson St.,"W, 78-51 "
12-22,Montana,Arizona,"L, 70-64 "
1-02,Montana,Northern Colorado,"L, 64-62 "
1-04,Montana,Northern Colorado,"W, 56-54 "
1-09,Montana,Whitworth,"W, 84-67 "
1-14,Montana,Northern Arizona,"W, 67-56 "
1-16,Montana,Northern Arizona,"L, 62-58 "
1-21,Montana,Sacramento St.,"W, 78-66 "
1-23,Montana,Sacramento St.,"L, 89-83 2OT"
2-04,Montana,Portland St.,"W, 70-64 OT"
2-06,Montana,Portland St.,"L, 61-56 "
2-11,Montana,Weber St.,"W, 80-67 "
2-13,Montana,Weber St.,"L, 91-82 "
2-18,Montana,Eastern Washington,"L, 90-76 "
2-20,Montana,Eastern Washington,"L, 90-76 "
2-25,Montana,Idaho St.,"W, 64-58 "
2-27,Montana,Idaho St.,"W, 59-58 "
3-05,Montana,Warner Pacific,"W, 92-61 "
3-06,Montana,Warner Pacific,"W, 80-62 "
3-10,Montana,Idaho,"W, 69-64 "
3-11,Montana,Weber St.,"W, 80-75 "
3-12,Montana,Eastern Washington,"L, 78-50 "
11-25,Montana+St.,UNLV,"W, 91-78 "
12-02,Montana+St.,Pacific,"L, 74-70 OT"
12-13,Montana+St.,Yellowstone Chris.,"W, 114-74 "
12-18,Montana+St.,Washington St.,"L, 82-54 "
12-22,Montana+St.,Portland,"L, 62-59 "
1-01,Montana+St.,Montana Western,"W, 96-67 "
1-07,Montana+St.,Northern Colorado,"W, 79-67 "
1-09,Montana+St.,Northern Colorado,"W, 76-74 OT"
1-14,Montana+St.,Portland St.,"W, 71-64 "
1-16,Montana+St.,Portland St.,"W, 69-64 "
1-21,Montana+St.,Northern Arizona,"W, 62-51 "
1-23,Montana+St.,Northern Arizona,"W, 58-53 "
2-04,Montana+St.,Weber St.,"L, 96-88 "
2-06,Montana+St.,Weber St.,"L, 82-74 "
2-11,Montana+St.,Eastern Washington,"L, 93-77 "
2-13,Montana+St.,Eastern Washington,"L, 85-69 "
2-26,Montana+St.,Idaho,"L, 74-69 "
2-28,Montana+St.,Idaho,"W, 71-61 "
3-05,Montana+St.,Sacramento St.,"W, 77-75 "
3-06,Montana+St.,Sacramento St.,"L, 74-73 "
3-11,Montana+St.,Idaho St.,"W, 71-63 "
3-12,Montana+St.,Southern Utah,"W, 80-77 OT"
3-13,Montana+St.,Eastern Washington,"L, 65-55 "
11-25,North+Dakota,Miami OH,"L, 81-67 "
12-02,North+Dakota,Dixie St.,"L, 74-73 "
12-04,North+Dakota,Minnesota,"L, 76-67 "
12-10,North+Dakota,South Dakota,"W, 75-71 "
12-11,North+Dakota,South Dakota St.,"L, 74-62 "
12-12,North+Dakota,North Dakota St.,"L, 53-52 "
12-17,North+Dakota,Southern Illinois,"L, 85-64 "
12-18,North+Dakota,Southern Illinois,"L, 62-50 "
12-22,North+Dakota,Drake,"L, 88-55 "
1-02,North+Dakota,UMKC,"W, 52-45 "
1-03,North+Dakota,UMKC,"L, 77-53 "
1-08,North+Dakota,Oral Roberts,"W, 72-71 "
1-09,North+Dakota,Oral Roberts,"L, 74-57 "
