date,team,opponent,result
1-24,UNLV,San Diego St.,"L, 80-55 "
1-28,UNLV,Colorado St.,"W, 88-74 "
2-01,UNLV,Nevada,"W, 69-58 "
2-05,UNLV,Utah St.,"L, 90-75 "
2-08,UNLV,Air Force,"W, 78-44 "
2-11,UNLV,Boise St.,"L, 69-63 "
2-16,UNLV,Fresno St.,"W, 60-57 "
2-19,UNLV,Colorado St.,"W, 72-51 "
2-22,UNLV,Nevada,"W, 62-54 "
2-26,UNLV,Boise St.,"L, 86-76 "
3-02,UNLV,Wyoming,"W, 64-57 "
3-05,UNLV,New Mexico,"L, 76-67 "
3-10,UNLV,Wyoming,"L, 59-56 "
11-09,Utah+St.,UC Davis,"L, 72-69 "
11-12,Utah+St.,Richmond,"W, 85-74 "
11-18,Utah+St.,Penn,"W, 87-79 2OT"
11-19,Utah+St.,New Mexico St.,"W, 85-58 "
11-21,Utah+St.,Oklahoma,"W, 73-70 "
11-27,Utah+St.,UT Arlington,"W, 80-61 "
11-29,Utah+St.,Carroll (MT),"W, 93-63 "
12-02,Utah+St.,Saint Mary's,"L, 60-58 "
12-08,Utah+St.,BYU,"L, 82-71 "
12-11,Utah+St.,New Orleans,"W, 82-50 "
12-15,Utah+St.,Weber St.,"W, 95-80 "
12-18,Utah+St.,Iowa,"L, 94-75 "
12-21,Utah+St.,Portland St.,"W, 81-62 "
12-29,Utah+St.,Air Force,"L, 49-47 "
1-08,Utah+St.,New Mexico,"W, 90-87 OT"
1-12,Utah+St.,Colorado St.,"L, 77-72 "
1-15,Utah+St.,Wyoming,"L, 71-69 "
1-18,Utah+St.,Fresno St.,"L, 61-54 "
1-20,Utah+St.,Boise St.,"L, 62-59 "
1-26,Utah+St.,San Diego St.,"W, 75-57 "
1-29,Utah+St.,Nevada,"W, 78-49 "
2-01,Utah+St.,Air Force,"W, 73-46 "
2-03,Utah+St.,San Jose St.,"W, 78-62 "
2-05,Utah+St.,UNLV,"W, 90-75 "
2-08,Utah+St.,Wyoming,"L, 78-76 OT"
2-11,Utah+St.,Nevada,"L, 85-72 "
2-15,Utah+St.,San Diego St.,"L, 75-56 "
2-19,Utah+St.,Boise St.,"L, 68-57 "
2-22,Utah+St.,New Mexico,"W, 81-56 "
2-26,Utah+St.,Colorado St.,"L, 66-55 "
3-04,Utah+St.,San Jose St.,"W, 75-52 "
3-09,Utah+St.,Air Force,"W, 83-56 "
3-10,Utah+St.,Colorado St.,"L, 53-51 "
3-15,Utah+St.,Oregon,"-5.2, 74-6970%"
11-09,Boise+St.,Utah Valley,"W, 76-56 "
11-13,Boise+St.,UC Irvine,"L, 58-50 "
11-18,Boise+St.,St. Bonaventure,"L, 67-61 "
11-19,Boise+St.,Temple,"W, 82-62 "
11-21,Boise+St.,Mississippi,"W, 60-50 "
11-26,Boise+St.,Cal St. Bakersfield,"L, 46-39 "
11-30,Boise+St.,Saint Louis,"L, 86-82 OT"
12-03,Boise+St.,Tulsa,"W, 63-58 "
12-07,Boise+St.,Cal St. Northridge,"W, 74-48 "
12-10,Boise+St.,Prairie View A&M,"W, 97-60 "
12-14,Boise+St.,Santa Clara,"W, 72-60 "
12-19,Boise+St.,Montana Tech,"W, 88-57 "
12-22,Boise+St.,Washington St.,"W, 58-52 "
12-28,Boise+St.,Fresno St.,"W, 65-55 "
1-12,Boise+St.,Nevada,"W, 85-70 "
1-15,Boise+St.,New Mexico,"W, 71-63 "
1-18,Boise+St.,Air Force,"W, 62-56 "
1-20,Boise+St.,Utah St.,"W, 62-59 "
1-22,Boise+St.,San Diego St.,"W, 42-37 "
1-25,Boise+St.,Wyoming,"W, 65-62 "
1-28,Boise+St.,Fresno St.,"W, 68-63 OT"
2-03,Boise+St.,Wyoming,"L, 72-65 "
2-05,Boise+St.,San Jose St.,"W, 76-60 "
2-11,Boise+St.,UNLV,"W, 69-63 "
2-13,Boise+St.,Colorado St.,"L, 77-74 OT"
2-16,Boise+St.,Air Force,"W, 85-59 "
2-19,Boise+St.,Utah St.,"W, 68-57 "
2-22,Boise+St.,San Diego St.,"W, 58-57 "
2-26,Boise+St.,UNLV,"W, 86-76 "
3-01,Boise+St.,Nevada,"W, 73-67 "
3-05,Boise+St.,Colorado St.,"L, 71-68 "
3-10,Boise+St.,Nevada,"W, 71-69 "
3-11,Boise+St.,Wyoming,"W, 68-61 "
3-12,Boise+St.,San Diego St.,"W, 53-52 "
3-17,Boise+St.,Memphis,"+1.3, 68-6744%"
11-09,San+Diego+St.,UC Riverside,"W, 66-53 "
11-12,San+Diego+St.,BYU,"L, 66-60 "
11-18,San+Diego+St.,Arizona St.,"W, 65-63 "
11-20,San+Diego+St.,UT Arlington,"W, 68-62 "
11-25,San+Diego+St.,Georgetown,"W, 73-56 "
11-26,San+Diego+St.,USC,"L, 58-43 "
11-30,San+Diego+St.,Long Beach St.,"W, 72-47 "
12-04,San+Diego+St.,Michigan,"L, 72-58 "
12-08,San+Diego+St.,Cal St. Fullerton,"W, 66-56 "
12-17,San+Diego+St.,Saint Mary's,"W, 63-53 "
12-22,San+Diego+St.,UC San Diego,"W, 78-57 "
1-01,San+Diego+St.,UNLV,"W, 62-55 "
1-08,San+Diego+St.,Colorado St.,"W, 79-49 "
1-22,San+Diego+St.,Boise St.,"L, 42-37 "
1-24,San+Diego+St.,UNLV,"W, 80-55 "
1-26,San+Diego+St.,Utah St.,"L, 75-57 "
1-31,San+Diego+St.,New Mexico,"W, 72-47 "
2-04,San+Diego+St.,Colorado St.,"L, 58-57 "
2-06,San+Diego+St.,Nevada,"W, 65-63 "
2-09,San+Diego+St.,San Jose St.,"W, 72-62 "
2-12,San+Diego+St.,Air Force,"W, 76-64 "
2-15,San+Diego+St.,Utah St.,"W, 75-56 "
2-19,San+Diego+St.,Fresno St.,"W, 61-44 "
2-22,San+Diego+St.,Boise St.,"L, 58-57 "
2-25,San+Diego+St.,San Jose St.,"W, 77-52 "
2-28,San+Diego+St.,Wyoming,"W, 73-66 "
3-03,San+Diego+St.,Fresno St.,"W, 65-64 2OT"
3-05,San+Diego+St.,Nevada,"W, 79-78 "
3-10,San+Diego+St.,Fresno St.,"W, 53-46 "
3-11,San+Diego+St.,Colorado St.,"W, 63-58 "
3-12,San+Diego+St.,Boise St.,"L, 53-52 "
3-17,San+Diego+St.,Creighton,"-2.7, 60-5763%"
11-10,Wyoming,Detroit,"W, 85-47 "
11-14,Wyoming,Arkansas Pine Bluff,"W, 85-45 "
11-18,Wyoming,Washington,"W, 77-72 OT"
11-22,Wyoming,Grand Canyon,"W, 68-61 "
11-26,Wyoming,Hastings,"W, 108-59 "
11-29,Wyoming,Cal St. Fullerton,"W, 79-66 "
12-02,Wyoming,Denver,"W, 77-64 "
12-04,Wyoming,McNeese St.,"W, 79-58 "
12-08,Wyoming,Arizona,"L, 94-65 "
12-11,Wyoming,Utah Valley,"W, 74-62 "
12-22,Wyoming,Stanford,"L, 66-63 "
12-23,Wyoming,Northern Iowa,"W, 71-69 "
12-25,Wyoming,South Florida,"W, 77-57 "
1-15,Wyoming,Utah St.,"W, 71-69 "
1-17,Wyoming,Nevada,"W, 77-67 "
1-19,Wyoming,San Jose St.,"W, 84-69 "
1-22,Wyoming,New Mexico,"W, 93-91 "
1-25,Wyoming,Boise St.,"L, 65-62 "
1-28,Wyoming,Air Force,"W, 63-61 "
1-31,Wyoming,Colorado St.,"W, 84-78 OT"
2-03,Wyoming,Boise St.,"W, 72-65 "
2-06,Wyoming,Fresno St.,"W, 61-59 "
2-08,Wyoming,Utah St.,"W, 78-76 OT"
2-12,Wyoming,San Jose St.,"W, 74-52 "
2-15,Wyoming,New Mexico,"L, 75-66 "
2-19,Wyoming,Air Force,"W, 75-67 "
2-23,Wyoming,Colorado St.,"L, 61-55 "
2-26,Wyoming,Nevada,"W, 74-61 "
2-28,Wyoming,San Diego St.,"L, 73-66 "
3-02,Wyoming,UNLV,"L, 64-57 "
3-05,Wyoming,Fresno St.,"W, 68-64 OT"
3-10,Wyoming,UNLV,"W, 59-56 "
3-11,Wyoming,Boise St.,"L, 68-61 "
3-15,Wyoming,Indiana,"+4.0, 68-6433%"
11-09,Bryant,Fisher,"W, 122-54 "
11-12,Bryant,Rhode Island,"L, 83-64 "
11-15,Bryant,Clemson,"L, 93-70 "
11-20,Bryant,Bethune Cookman,"L, 81-75 "
11-21,Bryant,Holy Cross,"W, 78-62 "
11-26,Bryant,Brown,"W, 65-59 "
11-28,Bryant,Dartmouth,"L, 63-61 OT"
12-03,Bryant,Houston,"L, 111-44 "
12-05,Bryant,Cincinnati,"L, 73-58 "
12-08,Bryant,New Hampshire,"W, 76-59 "
12-11,Bryant,Stony Brook,"L, 86-78 "
12-29,Bryant,Central Connecticut,"W, 80-76 "
12-31,Bryant,Sacred Heart,"W, 85-82 "
1-06,Bryant,Wagner,"L, 84-81 OT"
1-15,Bryant,Mount St. Mary's,"W, 73-66 "
1-17,Bryant,St. Francis PA,"W, 82-52 "
1-21,Bryant,Merrimack,"W, 79-63 "
1-23,Bryant,St. Francis NY,"W, 85-68 "
1-27,Bryant,Merrimack,"W, 76-67 "
1-30,Bryant,LIU Brooklyn,"W, 88-81 "
2-03,Bryant,St. Francis PA,"W, 89-82 "
2-05,Bryant,Mount St. Mary's,"W, 62-61 "
2-10,Bryant,Sacred Heart,"W, 99-86 "
2-12,Bryant,LIU Brooklyn,"L, 99-88 "
2-17,Bryant,Central Connecticut,"W, 75-61 "
2-19,Bryant,Fairleigh Dickinson,"W, 105-93 "
2-24,Bryant,St. Francis NY,"W, 86-69 "
2-26,Bryant,Wagner,"W, 78-70 "
3-02,Bryant,Central Connecticut,"W, 73-59 "
3-05,Bryant,Mount St. Mary's,"W, 70-69 "
3-08,Bryant,Wagner,"W, 70-43 "
3-16,Bryant,Wright St.,"-1.1, 79-7854%"
11-09,Central+Connecticut,Connecticut,"L, 99-48 "
11-14,Central+Connecticut,Brown,"L, 75-57 "
11-16,Central+Connecticut,North Carolina St.,"L, 79-65 "
11-17,Central+Connecticut,UMass Lowell,"L, 77-53 "
11-20,Central+Connecticut,Quinnipiac,"L, 76-65 "
11-23,Central+Connecticut,Maine,"W, 64-56 "
11-28,Central+Connecticut,Fordham,"L, 89-83 2OT"
12-01,Central+Connecticut,Holy Cross,"W, 73-67 "
12-04,Central+Connecticut,New Hampshire,"L, 67-45 "
12-11,Central+Connecticut,Providence,"L, 68-53 "
12-14,Central+Connecticut,Stony Brook,"L, 87-67 "
12-18,Central+Connecticut,Hartford,"W, 75-65 "
12-29,Central+Connecticut,Bryant,"L, 80-76 "
12-31,Central+Connecticut,St. Francis NY,"W, 67-55 "
1-01,Central+Connecticut,Rutgers,"L, 79-48 "
1-08,Central+Connecticut,Merrimack,"L, 66-57 "
1-15,Central+Connecticut,LIU Brooklyn,"L, 83-61 "
1-17,Central+Connecticut,Sacred Heart,"L, 74-66 "
1-21,Central+Connecticut,St. Francis PA,"L, 68-67 "
1-23,Central+Connecticut,Mount St. Mary's,"L, 65-50 "
1-27,Central+Connecticut,LIU Brooklyn,"W, 65-62 "
1-30,Central+Connecticut,Fairleigh Dickinson,"L, 75-55 "
2-03,Central+Connecticut,Wagner,"L, 54-52 "
2-05,Central+Connecticut,Fairleigh Dickinson,"W, 91-82 OT"
2-10,Central+Connecticut,Merrimack,"W, 60-57 "
2-12,Central+Connecticut,St. Francis NY,"L, 67-50 "
2-17,Central+Connecticut,Bryant,"L, 75-61 "
2-19,Central+Connecticut,Wagner,"L, 78-68 "
2-24,Central+Connecticut,St. Francis PA,"L, 79-63 "
2-26,Central+Connecticut,Mount St. Mary's,"L, 65-46 "
2-28,Central+Connecticut,Fairleigh Dickinson,"W, 67-66 "
3-02,Central+Connecticut,Bryant,"L, 73-59 "
11-10,Fairleigh+Dickinson,Seton Hall,"L, 93-49 "
11-18,Fairleigh+Dickinson,Northwestern,"L, 82-46 "
11-20,Fairleigh+Dickinson,St. John's,"L, 87-74 "
11-24,Fairleigh+Dickinson,NJIT,"L, 62-54 "
11-28,Fairleigh+Dickinson,Princeton,"L, 89-79 "
11-30,Fairleigh+Dickinson,Manhattan,"L, 78-73 "
12-02,Fairleigh+Dickinson,Drexel,"L, 86-65 "
12-07,Fairleigh+Dickinson,La Salle,"L, 81-55 "
12-15,Fairleigh+Dickinson,Fairfield,"L, 72-54 "
12-18,Fairleigh+Dickinson,Virginia,"L, 82-49 "
12-31,Fairleigh+Dickinson,St. Francis PA,"W, 70-62 "
1-15,Fairleigh+Dickinson,Sacred Heart,"L, 77-71 "
1-17,Fairleigh+Dickinson,Wagner,"L, 95-64 "
1-21,Fairleigh+Dickinson,St. Francis NY,"L, 80-78 "
1-23,Fairleigh+Dickinson,LIU Brooklyn,"L, 79-75 "
1-27,Fairleigh+Dickinson,Mount St. Mary's,"L, 67-56 "
1-30,Fairleigh+Dickinson,Central Connecticut,"W, 75-55 "
2-03,Fairleigh+Dickinson,St. Francis NY,"L, 81-64 "
2-05,Fairleigh+Dickinson,Central Connecticut,"L, 91-82 OT"
2-10,Fairleigh+Dickinson,St. Francis PA,"L, 78-65 "
2-12,Fairleigh+Dickinson,Sacred Heart,"W, 82-75 "
2-17,Fairleigh+Dickinson,Merrimack,"L, 64-44 "
2-19,Fairleigh+Dickinson,Bryant,"L, 105-93 "
2-24,Fairleigh+Dickinson,Wagner,"W, 88-86 OT"
2-26,Fairleigh+Dickinson,LIU Brooklyn,"L, 84-77 "
2-28,Fairleigh+Dickinson,Central Connecticut,"L, 67-66 "
11-09,LIU+Brooklyn,San Francisco,"L, 98-64 "
11-12,LIU+Brooklyn,Fresno St.,"L, 84-60 "
11-17,LIU+Brooklyn,Connecticut,"L, 93-40 "
11-23,LIU+Brooklyn,Saint Peter's,"L, 64-62 "
11-27,LIU+Brooklyn,Delaware St.,"W, 99-65 "
11-30,LIU+Brooklyn,Delaware,"L, 75-67 "
12-02,LIU+Brooklyn,Towson,"L, 72-63 "
12-09,LIU+Brooklyn,Fordham,"L, 73-57 "
12-13,LIU+Brooklyn,Merchant Marine,"W, 106-48 "
12-19,LIU+Brooklyn,Army,"W, 90-65 "
12-29,LIU+Brooklyn,Sacred Heart,"L, 69-65 "
12-31,LIU+Brooklyn,Merrimack,"L, 82-77 "
1-06,LIU+Brooklyn,Mount St. Mary's,"W, 74-57 "
1-08,LIU+Brooklyn,St. Francis PA,"W, 75-70 OT"
1-15,LIU+Brooklyn,Central Connecticut,"W, 83-61 "
1-17,LIU+Brooklyn,St. Francis NY,"W, 80-65 "
1-21,LIU+Brooklyn,Wagner,"L, 92-85 OT"
1-23,LIU+Brooklyn,Fairleigh Dickinson,"W, 79-75 "
1-27,LIU+Brooklyn,Central Connecticut,"L, 65-62 "
1-30,LIU+Brooklyn,Bryant,"L, 88-81 "
2-03,LIU+Brooklyn,Sacred Heart,"W, 79-75 "
2-05,LIU+Brooklyn,Wagner,"L, 79-64 "
2-10,LIU+Brooklyn,St. Francis NY,"W, 74-69 "
2-12,LIU+Brooklyn,Bryant,"W, 99-88 "
2-17,LIU+Brooklyn,St. Francis PA,"W, 81-63 "
2-19,LIU+Brooklyn,Mount St. Mary's,"W, 66-61 "
2-24,LIU+Brooklyn,Merrimack,"W, 85-74 "
2-26,LIU+Brooklyn,Fairleigh Dickinson,"W, 84-77 "
3-02,LIU+Brooklyn,Sacred Heart,"W, 82-75 "
3-05,LIU+Brooklyn,Wagner,"L, 82-62 "
11-09,Mount+St.+Mary's,Villanova,"L, 91-51 "
11-11,Mount+St.+Mary's,Washington Col.,"W, 117-62 "
11-13,Mount+St.+Mary's,Saint Joseph's,"L, 80-60 "
11-16,Mount+St.+Mary's,Kentucky,"L, 80-55 "
11-19,Mount+St.+Mary's,Robert Morris,"W, 74-70 OT"
11-22,Mount+St.+Mary's,Ohio,"L, 73-59 "
11-27,Mount+St.+Mary's,Navy,"L, 67-40 "
11-30,Mount+St.+Mary's,Howard,"W, 72-70 "
12-04,Mount+St.+Mary's,Loyola MD,"L, 61-55 "
12-07,Mount+St.+Mary's,Santa Clara,"L, 88-77 "
12-11,Mount+St.+Mary's,American,"L, 72-66 OT"
12-18,Mount+St.+Mary's,Morgan St.,"W, 74-60 "
1-06,Mount+St.+Mary's,LIU Brooklyn,"L, 74-57 "
1-08,Mount+St.+Mary's,St. Francis NY,"W, 69-61 "
1-15,Mount+St.+Mary's,Bryant,"L, 73-66 "
1-17,Mount+St.+Mary's,Merrimack,"W, 57-50 "
1-21,Mount+St.+Mary's,Sacred Heart,"W, 98-59 "
1-23,Mount+St.+Mary's,Central Connecticut,"W, 65-50 "
1-27,Mount+St.+Mary's,Fairleigh Dickinson,"W, 67-56 "
1-29,Mount+St.+Mary's,St. Francis PA,"W, 71-54 "
2-03,Mount+St.+Mary's,Merrimack,"W, 69-53 "
2-05,Mount+St.+Mary's,Bryant,"L, 62-61 "
2-10,Mount+St.+Mary's,Wagner,"L, 69-57 "
2-12,Mount+St.+Mary's,St. Francis PA,"W, 54-52 "
2-17,Mount+St.+Mary's,St. Francis NY,"L, 64-55 "
2-19,Mount+St.+Mary's,LIU Brooklyn,"L, 66-61 "
2-24,Mount+St.+Mary's,Sacred Heart,"L, 77-65 "
2-26,Mount+St.+Mary's,Central Connecticut,"W, 65-46 "
3-02,Mount+St.+Mary's,St. Francis NY,"W, 78-48 "
3-05,Mount+St.+Mary's,Bryant,"L, 70-69 "
11-09,Sacred+Heart,La Salle,"W, 86-81 OT"
11-11,Sacred+Heart,Providence,"L, 92-64 "
11-14,Sacred+Heart,Binghamton,"L, 72-60 "
11-16,Sacred+Heart,Fisher,"W, 109-49 "
11-20,Sacred+Heart,Fairfield,"L, 71-61 "
11-22,Sacred+Heart,Stony Brook,"L, 75-72 "
11-30,Sacred+Heart,NJIT,"L, 75-70 "
12-02,Sacred+Heart,Lafayette,"W, 74-67 "
12-05,Sacred+Heart,Brown,"L, 79-66 "
12-07,Sacred+Heart,Rhode Island,"L, 72-62 "
12-13,Sacred+Heart,Columbia,"W, 79-69 "
12-19,Sacred+Heart,UMass Lowell,"L, 70-62 "
12-22,Sacred+Heart,Hartford,"L, 78-71 "
12-29,Sacred+Heart,LIU Brooklyn,"W, 69-65 "
12-31,Sacred+Heart,Bryant,"L, 85-82 "
1-15,Sacred+Heart,Fairleigh Dickinson,"W, 77-71 "
1-17,Sacred+Heart,Central Connecticut,"W, 74-66 "
1-21,Sacred+Heart,Mount St. Mary's,"L, 98-59 "
1-23,Sacred+Heart,St. Francis PA,"L, 85-74 "
1-27,Sacred+Heart,St. Francis NY,"L, 71-66 "
2-03,Sacred+Heart,LIU Brooklyn,"L, 79-75 "
2-05,Sacred+Heart,St. Francis NY,"W, 66-62 OT"
2-10,Sacred+Heart,Bryant,"L, 99-86 "
2-12,Sacred+Heart,Fairleigh Dickinson,"L, 82-75 "
2-15,Sacred+Heart,Merrimack,"L, 70-63 "
2-17,Sacred+Heart,Wagner,"L, 76-67 "
2-19,Sacred+Heart,Merrimack,"L, 80-79 "
2-24,Sacred+Heart,Mount St. Mary's,"W, 77-65 "
2-26,Sacred+Heart,St. Francis PA,"W, 80-68 "
3-02,Sacred+Heart,LIU Brooklyn,"L, 82-75 "
11-09,St.+Francis+NY,Wisconsin,"L, 81-58 "
11-13,St.+Francis+NY,St. Thomas,"L, 91-73 "
11-18,St.+Francis+NY,Penn St.,"L, 74-59 "
11-23,St.+Francis+NY,St. John's,"L, 76-70 "
11-26,St.+Francis+NY,McNeese St.,"L, 71-59 "
11-27,St.+Francis+NY,North Carolina A&T,"L, 73-67 "
12-01,St.+Francis+NY,Fordham,"L, 68-46 "
12-05,St.+Francis+NY,Hartford,"L, 68-55 "
12-08,St.+Francis+NY,Saint Peter's,"W, 71-60 "
12-11,St.+Francis+NY,Delaware St.,"W, 75-61 "
12-14,St.+Francis+NY,Medgar Evers,"W, 113-51 "
12-29,St.+Francis+NY,Merrimack,"L, 74-64 "
12-31,St.+Francis+NY,Central Connecticut,"L, 67-55 "
1-06,St.+Francis+NY,St. Francis PA,"W, 70-53 "
1-08,St.+Francis+NY,Mount St. Mary's,"L, 69-61 "
1-15,St.+Francis+NY,Wagner,"L, 81-76 "
1-17,St.+Francis+NY,LIU Brooklyn,"L, 80-65 "
1-21,St.+Francis+NY,Fairleigh Dickinson,"W, 80-78 "
1-23,St.+Francis+NY,Bryant,"L, 85-68 "
1-27,St.+Francis+NY,Sacred Heart,"W, 71-66 "
1-30,St.+Francis+NY,Wagner,"L, 72-69 "
2-03,St.+Francis+NY,Fairleigh Dickinson,"W, 81-64 "
2-05,St.+Francis+NY,Sacred Heart,"L, 66-62 OT"
2-10,St.+Francis+NY,LIU Brooklyn,"L, 74-69 "
2-12,St.+Francis+NY,Central Connecticut,"W, 67-50 "
2-17,St.+Francis+NY,Mount St. Mary's,"W, 64-55 "
2-19,St.+Francis+NY,St. Francis PA,"W, 80-72 OT"
2-24,St.+Francis+NY,Bryant,"L, 86-69 "
2-26,St.+Francis+NY,Merrimack,"L, 72-52 "
3-02,St.+Francis+NY,Mount St. Mary's,"L, 78-48 "
11-09,St.+Francis+PA,George Washington,"L, 75-72 "
11-15,St.+Francis+PA,Franciscan,"W, 100-54 "
11-18,St.+Francis+PA,Virginia Tech,"L, 85-55 "
11-24,St.+Francis+PA,Cornell,"L, 93-80 "
11-28,St.+Francis+PA,Lehigh,"W, 79-68 "
12-01,St.+Francis+PA,Bucknell,"W, 93-67 "
12-04,St.+Francis+PA,Ohio,"L, 78-75 "
12-08,St.+Francis+PA,American,"L, 83-73 "
12-14,St.+Francis+PA,Hartford,"W, 81-66 "
12-18,St.+Francis+PA,Illinois,"L, 106-48 "
12-22,St.+Francis+PA,Robert Morris,"L, 75-67 "
12-29,St.+Francis+PA,Wagner,"L, 72-64 "
12-31,St.+Francis+PA,Fairleigh Dickinson,"L, 70-62 "
1-06,St.+Francis+PA,St. Francis NY,"L, 70-53 "
1-08,St.+Francis+PA,LIU Brooklyn,"L, 75-70 OT"
1-15,St.+Francis+PA,Merrimack,"W, 62-46 "
1-17,St.+Francis+PA,Bryant,"L, 82-52 "
1-21,St.+Francis+PA,Central Connecticut,"W, 68-67 "
1-23,St.+Francis+PA,Sacred Heart,"W, 85-74 "
1-27,St.+Francis+PA,Wagner,"L, 69-54 "
1-29,St.+Francis+PA,Mount St. Mary's,"L, 71-54 "
2-03,St.+Francis+PA,Bryant,"L, 89-82 "
2-05,St.+Francis+PA,Merrimack,"L, 65-64 OT"
2-10,St.+Francis+PA,Fairleigh Dickinson,"W, 78-65 "
2-12,St.+Francis+PA,Mount St. Mary's,"L, 54-52 "
2-17,St.+Francis+PA,LIU Brooklyn,"L, 81-63 "
2-19,St.+Francis+PA,St. Francis NY,"L, 80-72 OT"
2-24,St.+Francis+PA,Central Connecticut,"W, 79-63 "
2-26,St.+Francis+PA,Sacred Heart,"L, 80-68 "
3-02,St.+Francis+PA,Wagner,"L, 82-53 "
11-09,Wagner,Hartford,"W, 77-59 "
11-13,Wagner,VCU,"W, 58-44 "
12-01,Wagner,Seton Hall,"L, 85-63 "
12-04,Wagner,Stony Brook,"W, 78-49 "
12-08,Wagner,Penn St.,"L, 74-54 "
12-16,Wagner,Immaculata,"W, 104-46 "
12-20,Wagner,Delaware St.,"W, 93-51 "
12-23,Wagner,Fairfield,"W, 63-50 "
12-29,Wagner,St. Francis PA,"W, 72-64 "
1-06,Wagner,Bryant,"W, 84-81 OT"
1-15,Wagner,St. Francis NY,"W, 81-76 "
1-17,Wagner,Fairleigh Dickinson,"W, 95-64 "
1-21,Wagner,LIU Brooklyn,"W, 92-85 OT"
1-23,Wagner,Merrimack,"W, 71-57 "
1-27,Wagner,St. Francis PA,"W, 69-54 "
1-30,Wagner,St. Francis NY,"W, 72-69 "
2-03,Wagner,Central Connecticut,"W, 54-52 "
2-05,Wagner,LIU Brooklyn,"W, 79-64 "
2-10,Wagner,Mount St. Mary's,"W, 69-57 "
2-12,Wagner,Merrimack,"L, 80-65 OT"
2-17,Wagner,Sacred Heart,"W, 76-67 "
2-19,Wagner,Central Connecticut,"W, 78-68 "
2-24,Wagner,Fairleigh Dickinson,"L, 88-86 OT"
2-26,Wagner,Bryant,"L, 78-70 "
3-02,Wagner,St. Francis PA,"W, 82-53 "
3-05,Wagner,LIU Brooklyn,"W, 82-62 "
3-08,Wagner,Bryant,"L, 70-43 "
11-10,Robert+Morris,UCF,"L, 69-59 "
11-12,Robert+Morris,Kentucky,"L, 100-60 "
11-15,Robert+Morris,Ohio,"L, 85-71 "
11-19,Robert+Morris,Mount St. Mary's,"L, 74-70 OT"
11-27,Robert+Morris,Davidson,"L, 88-70 "
12-02,Robert+Morris,Green Bay,"L, 70-58 "
12-04,Robert+Morris,Milwaukee,"L, 77-69 "
12-08,Robert+Morris,Lancaster Bible,"W, 99-51 "
12-11,Robert+Morris,Florida Gulf Coast,"L, 85-74 "
12-19,Robert+Morris,Bowling Green,"L, 100-74 "
12-22,Robert+Morris,St. Francis PA,"W, 75-67 "
12-30,Robert+Morris,Oakland,"L, 79-61 "
1-05,Robert+Morris,Youngstown St.,"L, 64-60 "
1-07,Robert+Morris,Cleveland St.,"L, 78-77 "
1-09,Robert+Morris,Fort Wayne,"L, 76-70 "
1-13,Robert+Morris,Wright St.,"L, 75-73 "
1-15,Robert+Morris,Northern Kentucky,"W, 74-64 "
1-21,Robert+Morris,Fort Wayne,"L, 86-62 "
1-23,Robert+Morris,Cleveland St.,"L, 75-68 "
1-27,Robert+Morris,Milwaukee,"W, 77-53 "
1-29,Robert+Morris,Green Bay,"W, 62-60 "
2-03,Robert+Morris,Illinois Chicago,"L, 80-75 "
2-05,Robert+Morris,IUPUI,"W, 66-49 "
2-09,Robert+Morris,Detroit,"L, 79-62 "
2-11,Robert+Morris,Oakland,"L, 71-68 "
2-13,Robert+Morris,Youngstown St.,"W, 73-68 "
2-17,Robert+Morris,IUPUI,"L, 66-56 "
2-19,Robert+Morris,Illinois Chicago,"L, 96-88 OT"
2-24,Robert+Morris,Northern Kentucky,"L, 78-64 "
2-26,Robert+Morris,Wright St.,"L, 71-61 "
3-01,Robert+Morris,Youngstown St.,"W, 77-73 "
3-03,Robert+Morris,Cleveland St.,"L, 83-67 "
11-09,Austin+Peay,Tennessee Southern,"W, 86-79 "
11-12,Austin+Peay,Southern Illinois,"L, 73-55 "
11-16,Austin+Peay,Fort Wayne,"L, 65-60 "
11-20,Austin+Peay,Dayton,"W, 87-81 "
11-26,Austin+Peay,Howard,"W, 69-67 "
11-29,Austin+Peay,TCU,"L, 68-51 "
12-05,Austin+Peay,Milligan,"W, 98-55 "
12-11,Austin+Peay,North Florida,"L, 91-84 "
12-14,Austin+Peay,South Florida,"L, 60-51 "
12-18,Austin+Peay,Vanderbilt,"L, 77-51 "
12-30,Austin+Peay,Tennessee Martin,"L, 65-62 "
1-01,Austin+Peay,Southeast Missouri St.,"L, 98-79 "
1-08,Austin+Peay,Morehead St.,"L, 66-55 "
1-20,Austin+Peay,Tennessee Martin,"W, 72-57 "
1-22,Austin+Peay,Tennessee St.,"L, 65-61 "
1-27,Austin+Peay,Belmont,"L, 75-67 "
1-29,Austin+Peay,Tennessee Tech,"W, 58-55 "
1-31,Austin+Peay,SIU Edwardsville,"W, 68-63 2OT"
2-03,Austin+Peay,Murray St.,"L, 65-53 "
2-05,Austin+Peay,Morehead St.,"L, 77-52 "
2-07,Austin+Peay,Belmont,"L, 72-58 "
2-10,Austin+Peay,Southeast Missouri St.,"W, 74-66 "
2-12,Austin+Peay,Tennessee St.,"W, 54-52 "
2-14,Austin+Peay,Eastern Illinois,"W, 62-54 "
2-17,Austin+Peay,Murray St.,"L, 91-56 "
2-19,Austin+Peay,Tennessee Tech,"L, 73-69 "
